#Gene	Transcript	Source
ANO1	NM_018043.7	MANE
ANO10	NM_018075.5	MANE
ANO2	NM_001364791.2	MANE
ANO3	NM_031418.4	MANE
ANO4	NM_001286615.2	MANE
ANO5	NM_213599.3	MANE
ANO6	NM_001025356.3	MANE
ANO7	NM_001370694.2	MANE
ANO8	NM_020959.3	MANE
ANO9	NM_001012302.3	MANE
ANOS1	NM_000216.4	MANE
ANP32A	NM_006305.4	MANE
ANP32B	NM_006401.3	MANE
ANP32D	NM_012404.3	MANE
ANP32E	NM_030920.5	MANE
ANPEP	NM_001150.3	MANE
ANTKMT	NM_023933.3	MANE
ANTXR1	NM_032208.3	MANE
ANTXR2	NM_058172.6	MANE
ANTXRL	NM_001278688.3	MANE
ANXA1	NM_000700.3	MANE
ANXA10	NM_007193.5	MANE
ANXA11	NM_145868.2	MANE
ANXA13	NM_004306.4	MANE
ANXA2	NM_004039.3	MANE
ANXA2R	NM_001014279.3	MANE
ANXA3	NM_005139.3	MANE
ANXA4	NM_001153.5	MANE
ANXA5	NM_001154.4	MANE
ANXA6	NM_001155.5	MANE
ANXA7	NM_001156.5	MANE
ANXA8	NM_001040084.3	MANE
ANXA8L1	NM_001098845.3	MANE
ANXA9	NM_003568.3	MANE
AOAH	NM_001637.4	MANE
AOC1	NM_001091.4	MANE
AOC2	NM_009590.4	MANE
AOC3	NM_003734.4	MANE
AOPEP	NM_001193329.3	MANE
AOX1	NM_001159.4	MANE
AP1AR	NM_018569.6	MANE
AP1B1	NM_001127.4	MANE
AP1G1	NM_001128.6	MANE
AP1G2	NM_003917.5	MANE
AP1M1	NM_032493.4	MANE
AP1M2	NM_005498.5	MANE
AP1S1	NM_001283.5	MANE
AP1S2	NM_001272071.2	MANE
AP1S3	NM_001039569.2	MANE
AP2A1	NM_130787.3	MANE
AP2A2	NM_012305.4	MANE
AP2B1	NM_001030006.2	MANE
AP2M1	NM_004068.4	MANE
AP2S1	NM_004069.6	MANE
AP3B1	NM_003664.5	MANE
AP3B2	NM_001278512.2	MANE
AP3D1	NM_001261826.3	MANE
AP3M1	NM_012095.6	MANE
AP3M2	NM_006803.4	MANE
AP3S1	NM_001284.4	MANE
AP3S2	NM_005829.5	MANE
AP4B1	NM_001253852.3	MANE
AP4E1	NM_007347.5	MANE
AP4M1	NM_004722.4	MANE
AP4S1	NM_001128126.3	MANE
AP5B1	NM_138368.5	MANE
AP5M1	NM_018229.4	MANE
AP5S1	NM_018347.3	MANE
AP5Z1	NM_014855.3	MANE
APAF1	NM_181861.2	MANE
APBA1	NM_001163.4	MANE
APBA2	NM_001353788.2	MANE
APBA3	NM_004886.4	MANE
APBB1	NM_001164.5	MANE
APBB1IP	NM_019043.4	MANE
APBB2	NM_004307.2	MANE
APBB3	NM_133173.3	MANE
APC	NM_000038.6	MANE
APC2	NM_005883.3	MANE
APCDD1	NM_153000.5	MANE
APCDD1L	NM_153360.3	MANE
APCS	NM_001639.4	MANE
APEH	NM_001640.4	MANE
APELA	NM_001297550.2	MANE
APEX1	NM_001641.4	MANE
APEX2	NM_014481.4	MANE
APH1A	NM_001077628.3	MANE
APH1B	NM_031301.4	MANE
API5	NM_001142930.2	MANE
APIP	NM_015957.4	MANE
APLF	NM_173545.3	MANE
APLN	NM_017413.5	MANE
APLNR	NM_005161.6	MANE
APLP1	NM_001024807.3	MANE
APLP2	NM_001142276.2	MANE
APMAP	NM_020531.3	MANE
APOA1	NM_000039.3	MANE
APOA2	NM_001643.2	MANE
APOA4	NM_000482.4	MANE
APOA5	NM_001371904.1	MANE
APOB	NM_000384.3	MANE
APOBEC1	NM_001644.5	MANE
APOBEC2	NM_006789.4	MANE
APOBEC3A	NM_145699.4	MANE
APOBEC3B	NM_004900.5	MANE
APOBEC3C	NM_014508.3	MANE
APOBEC3D	NM_152426.4	MANE
APOBEC3F	NM_145298.6	MANE
APOBEC3G	NM_021822.4	MANE
APOBEC3H	NM_181773.5	MANE
APOBEC4	NM_203454.3	MANE
APOBR	NM_018690.4	MANE
APOC1	NM_001645.5	MANE
APOC2	NM_000483.5	MANE
APOC3	NM_000040.3	MANE
APOC4	NM_001646.3	MANE
APOD	NM_001647.4	MANE
APOE	NM_000041.4	MANE
APOF	NM_001638.4	MANE
APOH	NM_000042.3	MANE
APOL1	NM_003661.4	MANE
APOL2	NM_030882.4	MANE
APOL3	NM_145639.2	MANE
APOL4	NM_001386885.1	MANE
APOL5	NM_030642.1	MANE
APOL6	NM_030641.4	MANE
APOLD1	NM_030817.3	MANE
APOM	NM_019101.3	MANE
APOO	NM_024122.5	MANE
APOOL	NM_198450.6	MANE
APP	NM_000484.4	MANE
APPBP2	NM_006380.5	MANE
APPL1	NM_012096.3	MANE
APPL2	NM_018171.5	MANE
APRT	NM_000485.3	MANE
APTX	NM_001195248.2	MANE
AQP1	NM_198098.4	MANE
AQP10	NM_080429.3	MANE
AQP11	NM_173039.3	MANE
AQP12A	NM_198998.3	MANE
AQP12B	NM_001102467.2	MANE
AQP2	NM_000486.6	MANE
AQP3	NM_004925.5	MANE
AQP4	NM_001650.7	MANE
AQP5	NM_001651.4	MANE
AQP6	NM_001652.4	MANE
AQP7	NM_001170.3	MANE
AQP7B	NM_001382497.1	MANE
AQP8	NM_001169.3	MANE
AQP9	NM_020980.5	MANE
AQR	NM_014691.3	MANE
AR	NM_000044.6	MANE
ARAF	NM_001654.5	MANE
ARAP1	NM_001040118.3	MANE
ARAP2	NM_015230.4	MANE
ARAP3	NM_022481.6	MANE
ARC	NM_015193.5	MANE
ARCN1	NM_001655.5	MANE
AREG	NM_001657.4	MANE
AREL1	NM_001039479.2	MANE
ARF1	NM_001658.4	MANE
ARF3	NM_001659.3	MANE
ARF4	NM_001660.4	MANE
ARF5	NM_001662.4	MANE
ARF6	NM_001663.4	MANE
ARFGAP1	NM_018209.4	MANE
ARFGAP2	NM_032389.6	MANE
ARFGAP3	NM_014570.5	MANE
ARFGEF1	NM_006421.5	MANE
ARFGEF2	NM_006420.3	MANE
ARFGEF3	NM_020340.5	MANE
ARFIP1	NM_001025595.3	MANE
ARFIP2	NM_001376558.2	MANE
ARFRP1	NM_001267547.3	MANE
ARG1	NM_000045.4	MANE
ARG2	NM_001172.4	MANE
ARGFX	NM_001012659.2	MANE
ARGLU1	NM_018011.4	MANE
ARHGAP1	NM_004308.5	MANE
ARHGAP10	NM_024605.4	MANE
ARHGAP11A	NM_014783.6	MANE
ARHGAP11B	NM_001039841	HGNC
ARHGAP12	NM_018287.7	MANE
ARHGAP15	NM_018460.4	MANE
ARHGAP17	NM_001006634.3	MANE
ARHGAP18	NM_033515.3	MANE
ARHGAP19	NM_032900.6	MANE
ARHGAP20	NM_001384657.1	MANE
ARHGAP21	NM_020824.4	MANE
ARHGAP22	NM_021226.4	MANE
ARHGAP23	NM_001199417.2	MANE
ARHGAP24	NM_001025616.3	MANE
ARHGAP25	NM_001007231.3	MANE
ARHGAP26	NM_001135608.3	MANE
ARHGAP27	NM_001282290.2	MANE
ARHGAP28	NM_001366230.1	MANE
ARHGAP29	NM_004815.4	MANE
ARHGAP30	NM_001025598.2	MANE
ARHGAP31	NM_020754.4	MANE
ARHGAP32	NM_001378024.1	MANE
ARHGAP33	NM_001366178.1	MANE
ARHGAP35	NM_004491.5	MANE
ARHGAP36	NM_144967.4	MANE
ARHGAP39	NM_025251.3	MANE
ARHGAP4	NM_001666.5	MANE
ARHGAP40	NM_001164431	HGNC
ARHGAP42	NM_152432.4	MANE
ARHGAP44	NM_014859.6	MANE
ARHGAP45	NM_012292.5	MANE
ARHGAP5	NM_001030055.2	MANE
ARHGAP6	NM_013427.3	MANE
ARHGAP8	NM_181335.3	MANE
ARHGAP9	NM_032496.4	MANE
ARHGDIA	NM_004309.6	MANE
ARHGDIB	NM_001175.7	MANE
ARHGDIG	NM_001176.4	MANE
ARHGEF1	NM_004706.4	MANE
ARHGEF10	NM_014629.4	MANE
ARHGEF10L	NM_018125.4	MANE
ARHGEF11	NM_198236.3	MANE
ARHGEF12	NM_015313.3	MANE
ARHGEF15	NM_173728.4	MANE
ARHGEF16	NM_014448.4	MANE
ARHGEF17	NM_014786.4	MANE
ARHGEF18	NM_001367823.1	MANE
ARHGEF19	NM_153213.5	MANE
ARHGEF2	NM_001162383.2	MANE
ARHGEF25	NM_182947.4	MANE
ARHGEF26	NM_015595.4	MANE
ARHGEF28	NM_001177693.2	MANE
ARHGEF3	NM_019555.3	MANE
ARHGEF33	NM_001145451.5	MANE
ARHGEF35	NM_001003702.3	MANE
ARHGEF37	NM_001001669.3	MANE
ARHGEF38	NM_001242729.2	MANE
ARHGEF39	NM_032818.3	MANE
ARHGEF4	NM_001367493.1	MANE
ARHGEF40	NM_018071.5	MANE
ARHGEF5	NM_005435.4	MANE
ARHGEF6	NM_004840.3	MANE
ARHGEF7	NM_001354046.2	MANE
ARHGEF9	NM_001353921.2	MANE
ARID1A	NM_006015.6	MANE
ARID1B	NM_001374828.1	MANE
ARID2	NM_152641.4	MANE
ARID3A	NM_005224.3	MANE
ARID3B	NM_006465.4	MANE
ARID3C	NM_001017363.4	MANE
ARID4A	NM_002892.4	MANE
ARID4B	NM_016374.6	MANE
ARID5A	NM_212481.3	MANE
ARID5B	NM_032199.3	MANE
ARIH1	NM_005744.5	MANE
ARIH2	NM_006321.4	MANE
ARL1	NM_001177.6	MANE
ARL10	NM_173664.6	MANE
ARL11	NM_138450.6	MANE
ARL13A	NM_001162491.2	MANE
ARL13B	NM_001174150.2	MANE
ARL14	NM_025047.3	MANE
ARL14EP	NM_152316.3	MANE
ARL14EPL	NM_001195581.2	MANE
ARL15	NM_019087.3	MANE
ARL16	NM_001040025.3	MANE
ARL17A	NM_001113738.2	MANE
ARL17B	NM_001039083.5	MANE
ARL2	NM_001667.4	MANE
ARL2BP	NM_012106.4	MANE
ARL3	NM_004311.4	MANE
ARL4A	NM_005738.5	MANE
ARL4C	NM_001282431.2	MANE
ARL4D	NM_001661.4	MANE
ARL5A	NM_012097.4	MANE
ARL5B	NM_178815.5	MANE
ARL5C	NM_001143968.1	MANE
ARL6	NM_001278293.3	MANE
ARL6IP1	NM_015161.3	MANE
ARL6IP4	NM_018694.4	MANE
ARL6IP5	NM_006407.4	MANE
ARL6IP6	NM_152522.7	MANE
ARL8A	NM_138795.4	MANE
ARL8B	NM_018184.3	MANE
ARL9	NM_001363794.2	MANE
ARMC1	NM_018120.6	MANE
ARMC10	NM_031905.5	MANE
ARMC12	NM_001286574.2	MANE
ARMC2	NM_032131.6	MANE
ARMC3	NM_173081.5	MANE
ARMC4	NM_018076.5	HGMD
ARMC5	NM_001105247.2	MANE
ARMC6	NM_001199196.2	MANE
ARMC7	NM_024585.4	MANE
ARMC8	NM_001363941.2	MANE
ARMC9	NM_001352754.2	MANE
ARMCX1	NM_016608.2	MANE
ARMCX2	NM_177949.4	MANE
ARMCX3	NM_177947.3	MANE
ARMCX4	NM_001256155.3	MANE
ARMCX5	NM_001168478.2	MANE
ARMCX6	NM_019007.4	MANE
ARMH1	NM_001145636.2	MANE
ARMH2	NM_001282492.2	MANE
ARMH3	NM_024541.3	MANE
ARMH4	NM_001001872.4	MANE
ARMS2	NM_001099667.3	MANE
ARMT1	NM_024573.3	MANE
ARNT	NM_001668.4	MANE
ARNT2	NM_014862.4	MANE
ARNTL	NM_001297719.2	MANE
ARNTL2	NM_020183.6	MANE
ARPC1A	NM_006409.4	MANE
ARPC1B	NM_005720.4	MANE
ARPC2	NM_152862.3	MANE
ARPC3	NM_001278556.2	MANE
ARPC4	NM_005718.5	MANE
ARPC5	NM_005717.4	MANE
ARPC5L	NM_030978.3	MANE
ARPIN	NM_182616.4	MANE
ARPP19	NM_006628.6	MANE
ARPP21	NM_001385562.1	MANE
ARR3	NM_004312.3	MANE
ARRB1	NM_004041.5	MANE
ARRB2	NM_004313.4	MANE
ARRDC1	NM_152285.4	MANE
ARRDC2	NM_015683.2	MANE
ARRDC3	NM_020801.4	MANE
ARRDC4	NM_183376.3	MANE
ARRDC5	NM_001080523.3	MANE
ARSA	NM_000487.6	MANE
ARSB	NM_000046.5	MANE
ARSD	NM_001669.4	MANE
ARSE	NM_000047.3	HGMD
ARSF	NM_001201539.2	MANE
ARSG	NM_001267727.2	MANE
ARSH	NM_001011719.2	MANE
ARSI	NM_001012301.4	MANE
ARSJ	NM_024590.4	MANE
ARSK	NM_198150.3	MANE
ARSL	NM_000047.3	MANE
ART1	NM_004314.3	MANE
ART3	NM_001130016.3	MANE
ART4	NM_021071.4	MANE
ART5	NM_053017.5	MANE
ARTN	NM_057091.3	MANE
ARV1	NM_022786.3	MANE
ARVCF	NM_001670.3	MANE
ARX	NM_139058.3	MANE
AS3MT	NM_020682.4	MANE
ASAH1	NM_177924.5	MANE
ASAH2	NM_019893.4	MANE
ASAH2B	NM_001321958.2	MANE
ASAP1	NM_018482.4	MANE
ASAP2	NM_003887.3	MANE
ASAP3	NM_017707.4	MANE
ASB1	NM_001040445.3	MANE
ASB10	NM_001142459.2	MANE
ASB11	NM_080873.3	MANE
ASB12	NM_130388.4	MANE
ASB13	NM_024701.4	MANE
ASB14	NM_001142733.3	MANE
ASB15	NM_001290258.2	MANE
ASB16	NM_080863.5	MANE
ASB17	NM_080868.3	MANE
ASB18	NM_212556.4	MANE
ASB2	NM_001202429.2	MANE
ASB3	NM_016115.5	MANE
ASB4	NM_016116.3	MANE
ASB5	NM_080874.4	MANE
ASB6	NM_017873.4	MANE
ASB7	NM_198243.3	MANE
ASB8	NM_024095.5	MANE
ASB9	NM_001031739.3	MANE
ASCC1	NM_001198800.3	MANE
ASCC2	NM_032204.5	MANE
ASCC3	NM_006828.4	MANE
ASCL1	NM_004316.4	MANE
ASCL2	NM_005170.3	MANE
ASCL3	NM_020646.3	MANE
ASCL4	NM_203436.3	MANE
ASCL5	NM_001270601.2	MANE
ASDURF	NM_001353493.2	MANE
ASF1A	NM_014034.3	MANE
ASF1B	NM_018154.3	MANE
ASGR1	NM_001671.5	MANE
ASGR2	NM_001201352.2	MANE
ASH1L	NM_018489.3	MANE
ASH2L	NM_004674.5	MANE
ASIC1	NM_001095.4	MANE
ASIC2	NM_183377.2	MANE
ASIC3	NM_004769.4	MANE
ASIC4	NM_018674.6	MANE
ASIC5	NM_017419.3	MANE
ASIP	NM_001672.3	MANE
ASL	NM_000048.4	MANE
ASMT	NM_001171038.2	MANE
ASMTL	NM_004192.4	MANE
ASNS	NM_001673.5	MANE
ASNSD1	NM_019048.4	MANE
ASPA	NM_000049.4	MANE
ASPDH	NM_001114598.2	MANE
ASPG	NM_001080464.3	MANE
ASPH	NM_004318.4	MANE
ASPHD1	NM_181718.4	MANE
ASPHD2	NM_020437.5	MANE
ASPM	NM_018136.5	MANE
ASPN	NM_017680.5	refSeq
ASPRV1	NM_152792.4	MANE
ASPSCR1	NM_024083.4	MANE
ASRGL1	NM_001083926.2	MANE
ASS1	NM_054012.4	MANE
ASTE1	NM_014065.4	MANE
ASTL	NM_001002036.4	MANE
ASTN1	NM_004319.3	MANE
ASTN2	NM_001365068.1	MANE
ASXL1	NM_015338.6	MANE
ASXL2	NM_018263.6	MANE
ASXL3	NM_030632.3	MANE
ASZ1	NM_130768.3	MANE
ATAD1	NM_001321967.2	MANE
ATAD2	NM_014109.4	MANE
ATAD2B	NM_017552.4	MANE
ATAD3A	NM_001170535.3	MANE
ATAD3B	NM_031921.6	MANE
ATAD3C	NM_001039211.3	MANE
ATAD5	NM_024857.5	MANE
ATAT1	NM_001031722.4	MANE
ATCAY	NM_033064.5	MANE
ATE1	NM_001001976.3	MANE
ATF1	NM_005171.5	MANE
ATF2	NM_001880.4	MANE
ATF3	NM_001674.4	MANE
ATF4	NM_182810.3	MANE
ATF5	NM_001193646.2	MANE
ATF6	NM_007348.4	MANE
ATF6B	NM_004381.5	MANE
ATF7	NM_006856.3	MANE
ATF7IP	NM_018179.5	MANE
ATF7IP2	NM_001393719.1	MANE
ATG10	NM_031482.5	MANE
ATG101	NM_021934.5	MANE
ATG12	NM_004707.4	MANE
ATG13	NM_001346311.2	MANE
ATG14	NM_014924.5	MANE
ATG16L1	NM_030803.7	MANE
ATG16L2	NM_033388.2	MANE
ATG2A	NM_015104.3	MANE
ATG2B	NM_018036.7	MANE
ATG3	NM_022488.5	MANE
ATG4A	NM_052936.5	MANE
ATG4B	NM_013325.5	MANE
ATG4C	NM_032852.4	MANE
ATG4D	NM_032885.6	MANE
ATG5	NM_004849.4	MANE
ATG7	NM_001349232.2	MANE
ATG9A	NM_001077198.3	MANE
ATG9B	NM_001317056.2	MANE
ATIC	NM_004044.7	MANE
ATL1	NM_015915.5	MANE
ATL2	NM_001135673.4	MANE
ATL3	NM_015459.5	MANE
ATM	NM_000051.4	MANE
ATMIN	NM_015251.3	MANE
ATN1	NM_001940.4	MANE
ATOH1	NM_005172.2	MANE
ATOH7	NM_145178.4	MANE
ATOH8	NM_032827.7	MANE
ATOX1	NM_004045.4	MANE
ATP10A	NM_024490.4	MANE
ATP10B	NM_025153.3	MANE
ATP10D	NM_020453.4	MANE
ATP11A	NM_015205.3	MANE
ATP11B	NM_014616.3	MANE
ATP11C	NM_001353812.2	MANE
ATP12A	NM_001676.7	MANE
ATP13A1	NM_020410.3	MANE
ATP13A2	NM_022089.4	MANE
ATP13A3	NM_001367549.1	MANE
ATP13A4	NM_032279.4	MANE
ATP13A5	NM_198505.4	MANE
ATP1A1	NM_000701.8	MANE
ATP1A2	NM_000702.4	MANE
ATP1A3	NM_152296.5	MANE
ATP1A4	NM_144699.4	MANE
ATP1B1	NM_001677.4	MANE
ATP1B2	NM_001678.5	MANE
ATP1B3	NM_001679.4	MANE
ATP1B4	NM_001142447.3	MANE
ATP23	NM_033276.4	MANE
ATP2A1	NM_004320.6	MANE
ATP2A2	NM_170665.4	MANE
ATP2A3	NM_005173.4	MANE
ATP2B1	NM_001366521.1	MANE
ATP2B2	NM_001001331.4	MANE
ATP2B3	NM_001001344.3	MANE
ATP2B4	NM_001684.5	MANE
ATP2C1	NM_001378687.1	MANE
ATP2C2	NM_014861.4	MANE
ATP4A	NM_000704.3	MANE
ATP4B	NM_000705.4	MANE
ATP5A1	NM_001001937.2	HGMD
ATP5E	NM_006886.4	HGMD
ATP5F1A	NM_004046.6	MANE
ATP5F1B	NM_001686.4	MANE
ATP5F1C	NM_001001973.3	MANE
ATP5F1D	NM_001687.5	MANE
ATP5F1E	NM_006886.4	MANE
ATP5IF1	NM_016311.5	MANE
ATP5MC1	NM_005175.3	MANE
ATP5MC2	NM_005176.7	MANE
ATP5MC3	NM_001689.5	MANE
ATP5ME	NM_007100.4	MANE
ATP5MF	NM_004889.5	MANE
ATP5MG	NM_006476.5	MANE
ATP5MGL	NM_001165877.1	MANE
ATP5MJ	NM_004894.3	MANE
ATP5MK	NM_001206427.2	MANE
ATP5PB	NM_001688.5	MANE
ATP5PD	NM_006356.3	MANE
ATP5PF	NM_001003703.2	MANE
ATP5PO	NM_001697.3	MANE
ATP5SL	NM_018035.3	HGMD
ATP6AP1	NM_001183.6	MANE
ATP6AP2	NM_005765.3	MANE
ATP6V0A1	NM_001130021.3	MANE
ATP6V0A2	NM_012463.4	MANE
ATP6V0A4	NM_020632.3	MANE
ATP6V0B	NM_004047.5	MANE
ATP6V0C	NM_001694.4	MANE
ATP6V0D1	NM_004691.5	MANE
ATP6V0D2	NM_152565.1	MANE
ATP6V0E1	NM_003945.4	MANE
ATP6V0E2	NM_145230.4	MANE
ATP6V1A	NM_001690.4	MANE
ATP6V1B1	NM_001692.4	MANE
ATP6V1B2	NM_001693.4	MANE
ATP6V1C1	NM_001695.5	MANE
ATP6V1C2	NM_001039362.2	MANE
ATP6V1D	NM_015994.4	MANE
ATP6V1E1	NM_001696.4	MANE
ATP6V1E2	NM_001318063.2	MANE
ATP6V1F	NM_004231.4	MANE
ATP6V1FNB	NM_001195150.3	MANE
ATP6V1G1	NM_004888.4	MANE
ATP6V1G2	NM_130463.4	MANE
ATP6V1G3	NM_001376861.1	MANE
ATP6V1H	NM_015941.4	MANE
ATP7A	NM_000052.7	MANE
ATP7B	NM_000053.4	MANE
ATP8A1	NM_006095.2	MANE
ATP8A2	NM_016529.6	MANE
ATP8B1	NM_001374385.1	MANE
ATP8B2	NM_001370597.1	MANE
ATP8B3	NM_138813.4	MANE
ATP8B4	NM_024837.4	MANE
ATP9A	NM_006045.3	MANE
ATP9B	NM_198531.5	MANE
ATPAF1	NM_001394565.1	MANE
ATPAF2	NM_145691.4	MANE
ATPSCKMT	NM_199133.4	MANE
ATR	NM_001184.4	MANE
ATRAID	NM_001170795.4	MANE
ATRIP	NM_130384.3	MANE
ATRN	NM_139321.3	MANE
ATRNL1	NM_207303.4	MANE
ATRX	NM_000489.6	MANE
ATXN1	NM_001128164.2	MANE
ATXN10	NM_013236.4	MANE
ATXN1L	NM_001137675.4	MANE
ATXN2	NM_001372574.1	MANE
ATXN2L	NM_007245.4	MANE
ATXN3	NM_004993.6	MANE
ATXN3L	NM_001135995.2	MANE
ATXN7	NM_001377405.1	MANE
ATXN7L1	NM_020725.2	MANE
ATXN7L2	NM_001350175.2	MANE
ATXN7L3	NM_001382309.1	MANE
ATXN7L3B	NM_001136262.2	MANE
AUH	NM_001698.3	MANE
AUNIP	NM_024037.3	MANE
AUP1	NM_181575.5	MANE
AURKA	NM_198437.3	MANE
AURKAIP1	NM_017900.3	MANE
AURKB	NM_004217.4	MANE
AURKC	NM_001015878.2	MANE
AUTS2	NM_015570.4	MANE
AVEN	NM_020371.3	MANE
AVIL	NM_006576.4	MANE
AVL9	NM_015060.3	MANE
AVP	NM_000490.5	MANE
AVPI1	NM_021732.3	MANE
AVPR1A	NM_000706.5	MANE
AVPR1B	NM_000707.5	MANE
AVPR2	NM_000054.7	MANE
AWAT1	NM_001013579.3	MANE
AWAT2	NM_001002254.1	MANE
AXDND1	NM_144696.6	MANE
AXIN1	NM_003502.4	MANE
AXIN2	NM_004655.4	MANE
AXL	NM_021913.5	MANE
AZGP1	NM_001185.4	MANE
AZI2	NM_022461.5	MANE
AZIN1	NM_148174.4	MANE
AZIN2	NM_052998.4	MANE
AZU1	NM_001700.5	MANE
B2M	NM_004048.4	MANE
B3GALNT1	NM_003781.4	MANE
B3GALNT2	NM_152490.5	MANE
B3GALT1	NM_020981.4	MANE
B3GALT2	NM_003783.3	MANE
B3GALT4	NM_003782.4	MANE
B3GALT5	NM_001356336.2	MANE
B3GALT6	NM_080605.4	MANE
B3GALT9	NM_001386823.1	MANE
B3GAT1	NM_054025.3	MANE
B3GAT2	NM_080742.3	MANE
B3GAT3	NM_012200.4	MANE
B3GLCT	NM_194318.4	MANE
B3GNT2	NM_006577.6	MANE
B3GNT3	NM_014256.4	MANE
B3GNT4	NM_030765.4	MANE
B3GNT5	NM_032047.5	MANE
B3GNT6	NM_138706.5	MANE
B3GNT7	NM_145236.3	MANE
B3GNT8	NM_001385648.2	MANE
B3GNT9	NM_033309.3	MANE
B3GNTL1	NM_001009905.3	MANE
B4GALNT1	NM_001478.5	MANE
B4GALNT2	NM_001159387.2	MANE
B4GALNT3	NM_173593.4	MANE
B4GALNT4	NM_178537.5	MANE
B4GALT1	NM_001497.4	MANE
B4GALT2	NM_003780.5	MANE
B4GALT3	NM_003779.4	MANE
B4GALT4	NM_003778.4	MANE
B4GALT5	NM_004776.4	MANE
B4GALT6	NM_004775.5	MANE
B4GALT7	NM_007255.3	MANE
B4GAT1	NM_006876.3	MANE
B9D1	NM_015681.6	MANE
B9D2	NM_030578.4	MANE
BAALC	NM_024812.3	MANE
BAAT	NM_001701.4	MANE
BABAM1	NM_014173.4	MANE
BABAM2	NM_199191.3	MANE
BACE1	NM_012104.6	MANE
BACE2	NM_012105.5	MANE
BACH1	NM_001186.4	MANE
BACH2	NM_021813.4	MANE
BAD	NM_032989.3	MANE
BAG1	NM_004323.6	MANE
BAG2	NM_004282.4	MANE
BAG3	NM_004281.4	MANE
BAG4	NM_004874.4	MANE
BAG5	NM_001015048.3	MANE
BAG6	NM_001387994.1	MANE
BAGE	NM_001187	HGNC
BAGE3	NM_182481	HGNC
BAGE4	NM_181704	HGNC
BAHCC1	NM_001377448.1	MANE
BAHD1	NM_014952.5	MANE
BAIAP2	NM_001144888.2	MANE
BAIAP2L1	NM_018842.5	MANE
BAIAP2L2	NM_025045.6	MANE
BAIAP3	NM_001199097.2	MANE
BAK1	NM_001188.4	MANE
BAMBI	NM_012342.3	MANE
BANF1	NM_003860.4	MANE
BANF2	NM_178477.5	MANE
BANK1	NM_017935.5	MANE
BANP	NM_001386991.1	MANE
BAP1	NM_004656.4	MANE
BARD1	NM_000465.4	MANE
BARHL1	NM_020064.4	MANE
BARHL2	NM_020063.2	MANE
BARX1	NM_021570.4	MANE
BARX2	NM_003658.5	MANE
BASP1	NM_006317.5	MANE
BATF	NM_006399.5	MANE
BATF2	NM_138456.4	MANE
BATF3	NM_018664.3	MANE
BAX	NM_138761.4	MANE
BAZ1A	NM_013448.3	MANE
BAZ1B	NM_032408.4	MANE
BAZ2A	NM_001300905.2	MANE
BAZ2B	NM_013450.4	MANE
BBC3	NM_014417.5	MANE
BBIP1	NM_001195305.3	MANE
BBLN	NM_024112.4	MANE
BBOF1	NM_025057.3	MANE
BBOX1	NM_003986.3	MANE
BBS1	NM_024649.5	MANE
BBS10	NM_024685.4	MANE
BBS12	NM_152618.3	MANE
BBS2	NM_031885.5	MANE
BBS4	NM_033028.5	MANE
BBS5	NM_152384.3	MANE
BBS7	NM_176824.3	MANE
BBS9	NM_198428.3	MANE
BBX	NM_001142568.3	MANE
BCAM	NM_005581.5	MANE
BCAN	NM_021948.5	MANE
BCAP29	NM_018844.4	MANE
BCAP31	NM_001256447.2	MANE
BCAR1	NM_014567.5	MANE
BCAR3	NM_003567.4	MANE
BCAS1	NM_001366298.2	MANE
BCAS2	NM_005872.3	MANE
BCAS3	NM_017679.5	MANE
BCAS4	NM_198799.4	MANE
BCAT1	NM_005504.7	MANE
BCAT2	NM_001190.4	MANE
BCCIP	NM_078468.3	MANE
BCDIN3D	NM_181708.3	MANE
BCHE	NM_000055.4	MANE
BCKDHA	NM_000709.4	MANE
BCKDHB	NM_183050.4	MANE
BCKDK	NM_005881.4	MANE
BCL10	NM_003921.5	MANE
BCL11A	NM_022893.4	MANE
BCL11B	NM_138576.4	MANE
BCL2	NM_000633.3	MANE
BCL2A1	NM_004049.4	MANE
BCL2L1	NM_138578.3	MANE
BCL2L10	NM_020396.4	MANE
BCL2L11	NM_138621.5	MANE
BCL2L12	NM_138639.2	MANE
BCL2L13	NM_015367.4	MANE
BCL2L14	NM_138723.2	MANE
BCL2L15	NM_001010922.3	MANE
BCL2L2	NM_004050.5	MANE
BCL3	NM_005178.5	MANE
BCL6	NM_001706.5	MANE
BCL6B	NM_181844.4	MANE
BCL7A	NM_001024808.3	MANE
BCL7B	NM_001707.4	MANE
BCL7C	NM_004765.4	MANE
BCL9	NM_004326.4	MANE
BCL9L	NM_001378213.1	MANE
BCLAF1	NM_014739.3	MANE
BCLAF3	NM_001367774.2	MANE
BCO1	NM_017429.3	MANE
BCO2	NM_031938.7	MANE
BCOR	NM_001123385.2	MANE
BCORL1	NM_001379451.1	MANE
BCR	NM_004327.4	MANE
BCS1L	NM_001079866.2	MANE
BDH1	NM_203314.3	MANE
BDH2	NM_020139.4	MANE
BDKRB1	NM_000710.4	MANE
BDKRB2	NM_001379692.1	MANE
BDNF	NM_001709.5	MANE
BDP1	NM_018429.3	MANE
BEAN1	NM_001178020.3	MANE
BECN1	NM_001313998.2	MANE
BECN2	NM_001290693.1	MANE
BEGAIN	NM_001385089.1	MANE
BEND2	NM_153346.5	MANE
BEND3	NM_001367314.1	MANE
BEND4	NM_207406.4	MANE
